NUMERO_SITE,NO_VGE,GEO1,GEO2,STATUT,BENNE,MODELE_BENNE,COMMUNE,ADDRESSE,HORAIRES,RIVE,TYPE_CENTRE,PHOTO,PAPIER,VERRE,PET,PET_CONTENEURS,ALU,FER,FER_ALU,CAPSULE_CAFE,PILE,TEXTILE,HUILE_MINERALE,HUILE_VEGETALE,DECHET_ENCOMBRANT,FERRAILLE,GRAVAT,MATIERE_INERTE,MAT_INCINERABLE,BRANCHE,FRIGO,SPECIAUX_MENAGER,ORDURE_MENAGERE,DECHETS_CUISINE,DECHETS_JARDINS,DECHETS_ORGANIQUES,AUTRE_DECHET,SHAPE.AREA,SHAPE.LEN
24-062,62.0,46.190111,6.164409,Existante,En surface,En surface,Genève,"Avenue eugene-pittard 36, Geneva ",,Gauche,,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_62.pdf,,,,,,,,,Oui,,,,,,,,,,,,,,,,,3.0640128,7.231106122740679
23-015,15.0,46.213756,6.136951,Existante,Enterrée,Non renseigné,Genève,"Rue du grand-pre 20, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_15.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,9.57022208,13.6254077102257
21-005,5.0,46.211998,6.146523,Existante,Enterrée,Non renseigné,Genève,"Rue de neuchatel 39, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_5.pdf,,Oui,Oui, ,Oui, , ,,Oui,, , , , , , , , , , , , , ,, ,12.9875968,17.207491870508502
23-095,95.0,46.206454,6.12869,Existante,Enterrée,Non renseigné,Genève,"Rue des cedres, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_95.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,12.42267648,15.504729413436001
24-108,108.0,46.186738,6.158918,Existante,Enterrée,Non renseigné,Genève,"Avenue de miremont 46, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_108.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,13.21975808,14.6029419157019
21-077,77.0,46.20732,6.145029,Existante,Enterrée,Non renseigné,Genève,"Rue du cendrier 7, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_77.pdf,,Oui,Oui, ,Oui, , ,,Oui,Oui, , , , , , , , , , , , , ,, ,18.1714944,21.3759129083621
23-033,33.0,46.211555,6.130187,Existante,Enterrée,Non renseigné,Genève,"Rue faller 11, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_33.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,13.30225152,14.3693939765068
23-094,94.0,46.215014,6.121264,Existante,Enterrée,Non renseigné,Genève,"Cite villars 34, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_94.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,, , , , , , , , , , , , , ,, ,13.77378304,14.884754117914799
22-080,80.0,46.193709,6.160348,Existante,Enterrée,Non renseigné,Genève,"Route de florissant 50, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_80.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,12.98341888,17.1984140065459
21-049,49.0,46.202475,6.148071,Existante,En surface,Non renseigné,Genève,"Rue de la madeleine 5, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_49.pdf,,Oui,, ,, , ,,,, , , , , , , , , , , , , ,, ,6.26843648,11.7217625830011
21-063,63.0,46.214461,6.149738,Existante,Enterrée,Non renseigné,Genève,"Rue rothschild 21, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_63.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,, , , , , , , , , , , , , ,, ,14.20394496,17.7574944918563
22-048,48.0,46.191287,6.163775,Existante,Enterrée,Non renseigné,Genève,"Rue giovanni-gambini 8, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_48.pdf,,Oui,Oui, ,Oui, , ,,Oui,Oui, , , , , , , , , , , , , ,, ,12.95187968,17.1892327507245
24-072,72.0,46.189687,6.142177,Existante,Enterrée,Non renseigné,Genève,"Rue de la maladiere 9, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_72.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,9.6698368,13.839913294119299
24-103,103.0,46.188701,6.159041,Existante,Enterrée,Non renseigné,Genève,"Chemin des clochettes 18, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_103.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,16.26308608,18.4589108036314
21-014,14.0,46.211914,6.137928,Existante,En surface,Non renseigné,Genève,"Rue louis-favre 43, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_14.pdf,,Oui,, ,Oui, , ,,Oui,Oui, , , , , , , , , , , , , ,, ,6.32389632,11.3559033713698
23-101,101.0,46.215776,6.135333,Existante,Enterrée,Non renseigné,Genève,"Rue de vermont 10, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_101.pdf,,Oui,Oui, ,Oui, , ,,Oui,, , , , , , , , , , , , , ,, ,9.94312192,14.0005926109415
23-074,74.0,46.222376,6.134709,Existante,En surface,Non renseigné,Genève,"Chemin de sous-bois 16, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_74.pdf,,Oui,, ,, , ,,Oui,Oui, , , , , , , , , , , , , ,, ,3.93859072,8.19515384609789
24-031,31.0,46.191224,6.157828,Existante,Enterrée,Non renseigné,Genève,"Rue maurice-barraud 2, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_31.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,13.37171968,17.276804890850798
23-106,106.0,46.22496,6.126144,Existante,Enterrée,Non renseigné,Genève,"Chemin moise-duboule 8, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_106.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,10.09369088,14.0871783639411
22-008,8.0,46.200664,6.164344,Existante,En surface,Non renseigné,Genève,"Avenue de chamonix 5, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_8.pdf,,Oui,Oui, ,Oui, , ,,Oui,Oui, , , , , , , , , , , , , ,, ,14.43080192,15.271660396844899
23-039,39.0,46.220097,6.132081,Existante,Enterrée,Non renseigné,Genève,"Rue maurice-braillard 8, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_39.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,, , , , , , , , , , , , , ,, ,15.37409024,18.4403781048411
23-076,76.0,46.21808,6.142657,Existante,Enterrée,Non renseigné,Genève,"La voie-creuse 3a, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_76.pdf,,Oui,Oui, ,Oui, , ,,Oui,, , , , , , , , , , , , , ,, ,13.51876608,17.6761899564667
23-065,65.0,46.218993,6.146858,Existante,Enterrée,Non renseigné,Genève,"Avenue blanc 7, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_65.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,, , , , , , , , , , , , , ,, ,19.75021568,24.1511888109252
23-020,20.0,46.213185,6.12959,Existante,Enterrée,Non renseigné,Genève,"Avenue wendt 60, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_20.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,10.52352512,14.2044435696398
23-053,53.0,46.214799,6.129836,Existante,En surface,Non renseigné,Genève,"Rue hoffmann 5, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_53.pdf,,Oui,Oui, ,Oui, , ,,Oui,, , , , , , , , , , , , , ,, ,5.30280448,10.8001344986181
21-110,110.0,46.2098,6.14481,Existante,Enterrée,Non renseigné,Genève,"Square pradier, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_110.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,9.75261696,12.569757630959899
22-022,22.0,46.197734,6.163078,Existante,Enterrée,Non renseigné,Genève,"Rue john-rehfous 4, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_22.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,12.271616,15.2965866971509
24-112,112.0,46.186324,6.15727,Existante,Enterrée,Non renseigné,Genève,"Chemin des crets-de-champel 42, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_112.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,, , , , , , , , , , , , , ,, ,9.73176832,13.871245129632
21-071,71.0,46.198101,6.153378,Existante,Enterrée,Non renseigné,Genève,"Rue charles-galland 12, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_71.pdf,,Oui,, ,Oui, , ,Oui,Oui,, , , , , , , , , , , , , ,, ,7.11825408,10.970218673375198
23-054,54.0,46.225201,6.124286,Existante,Enterrée,Non renseigné,Genève,"Chemin moise-duboule 47a, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_54.pdf,,Oui,Oui, ,Oui, , ,,Oui,Oui, , , , , , , , , , , , , ,, ,15.075327999999999,18.008297054287198
21-090,90.0,46.207657,6.138087,Existante,En surface,Non renseigné,Genève,"Rue voltaire 13, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_90.pdf,,Oui,, ,Oui, , ,,Oui,, , , , , , , , , , , , , ,, ,4.8480563199999995,10.6246166239014
22-024,24.0,46.192788,6.165642,Existante,Enterrée,Non renseigné,Genève,"Chemin rieu 15a, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_24.pdf,,Oui,Oui, ,Oui, , ,,Oui,Oui, , , , , , , , , , , , , ,, ,12.97022976,19.0076907604652
21-102,102.0,46.211804,6.142422,Existante,En surface,Non renseigné,Genève,"Rue des gares 13, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_102.pdf,,Oui,, ,Oui, , ,,Oui,, , , , , , , , , , , , , ,, ,7.66181376,13.1132306031386
22-028,28.0,46.19561,6.163775,Existante,Enterrée,Non renseigné,Genève,"Rue pedro-meylan 1, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_28.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,11.04703488,14.7369550958106
22-042,42.0,46.20471,6.163329,Existante,Enterrée,Non renseigné,Genève,"Rue de montchoisy 72, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_42.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,12.9554432,14.4488886634846
21-070,70.0,46.198209,6.154956,Existante,Enterrée,Non renseigné,Genève,"Rue charles-sturm 20, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_70.pdf,,Oui,, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,6.9707776,10.8212395459033
23-003,3.0,46.205055,6.12367,Existante,Enterrée,Non renseigné,Genève,"Rue du contrat-social 8, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_3.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,14.61682176,17.849184196110798
24-104,104.0,46.187912,6.155303,Existante,Enterrée,Non renseigné,Genève,"Chemin des crets-de-champel 21, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_104.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,, , , , , , , , , , , , , ,, ,9.54400768,13.762394821412698
23-052,52.0,46.21625,6.13947,Existante,Enterrée,Non renseigné,Genève,"Rue baulacre 13, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_52.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,, , , , , , , , , , , , , ,, ,14.3269888,15.176310007299499
21-034,34.0,46.210455,6.13471,Existante,Enterrée,Non renseigné,Genève,"Rue de la prairie 25, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_34.pdf,,Oui,, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,8.98924544,12.267407081683798
29-008,,46.280754,6.310552,Existante,Enterrée,,Jussy,"Chemin des pres-seigneurs 23, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,,,,,,,,,,Oui,,,,,30.70623744,32.1937074333232
20-002,,46.205226,5.988589,Existante,En surface,Non renseigné,Dardagny,"Chemin de chafalet 16, Geneva	",,Droite,Communal,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,5.7214566399999995,11.937342606125599
01-009,,46.189378,6.041963,Existante,Enterrée,Villiger,Aire-la-ville,"Chemin du pre-gabet, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,,,,,,,,,,,,Oui,,,,,23.97700096,24.372389888855498
32-013,,46.243724,6.219099,Existante,Enterrée,Non renseigné,Meinier,"Centre Sportif de Rouelbeau Chemin du Champs-de-la-Grange, Geneva",,Gauche,Communal,,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,Oui,,,,,10.5163264,18.145048624766698
14-004,,46.219542,6.207529,Existante,Enterrée,Vilaro-terriers,Choulex,"Route de choulex, Geneva",24h/24h,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,Oui,,,,,,,,,,,Oui,,,,,34.0353024,23.8155286860799
06-016,,46.25614,6.133984,Existante,En surface,Multiples,Bellevue,"Chemin des chanats 1, Geneva	",,Droite,Esrec,,Oui,Oui,Oui,,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,,Oui,Oui,Oui,Oui,,,,Oui,"Toner, tubes néon, pneus",2855.10467584,231.219188214246
06-018,,46.256535,6.140712,Existante,En surface,800lt,Bellevue,"Chemin des tuileries 148, Geneva	",,Droite,Communal,,Oui,Oui,,,,,,,,,,,,,,,,,,,Oui,,,,,23.30099712,19.767036039647696
33-017,,46.236056,6.081664,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Impasse vaudagne 84, Geneva",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,Oui,,35.33799424,25.2299710021559
33-029,,46.236775,6.076343,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Rue des bugnons 8, Geneva",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,,Oui,,,,,,,,,,,,Oui,Oui,Oui,,,25.48744192,25.738599740426896
46-003,,46.221377,6.108447,Existante,En surface,Non renseigné,Vernier,"Rue du grand-bay 16, Geneva",8h-20h,Droite,Communal,,Oui,Oui,Oui,,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,60.20071424,34.4512464926408
46-001,,46.207954,6.10849,Existante,Enterrée,Non renseigné,Vernier,"Avenue des libellules 2, Geneva",8h-20h,Droite,Communal,,Oui,Oui,Oui,,Oui,Oui,,Oui,Oui,Oui,,,,,,,,,,,,,,,,23.84723968,19.866826269803198
12-002,,46.189084,6.178853,Existante,Enterrée,Molock,Chêne-bougeries,"Chemin de la colombe 7, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,,,,,,,,,,Oui,,,,,15.14651648,19.7648241298041
44-007,,46.168604,6.144503,Existante,En surface,Non renseigné,Troinex,"Route de troinex, Geneva",,Gauche,Communal,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,2.8327616,7.75546903839481
34-007,,46.189697,6.103615,Existante,Enterrée,Villiger (vilaro 95),Onex,"Avenue du gros-chene, Geneva",8h-19h,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,,,Oui,,42.76813824,28.3332858161467
34-002,,46.190358,6.107145,Existante,Enterrée,Villiger (vilaro 95),Onex,"Avenue du bois-de-la-chapelle 13, Geneva",8h-19h,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,Oui,,Oui,,52.60025856,33.965402740160094
31-031,,46.177767,6.116899,Existante,En surface,Sulo,Lancy,"Ecole en sauvy, Geneva",8h-20h,Gauche,Communal,,Oui,Oui,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,8.48805888,12.9152989991438
31-021,,46.17794,6.11957,Existante,En surface,Non renseigné,Lancy,"Chemin des semailles, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,,,,,Oui,,,,,,,,,,,,Oui,,,,,16.04558848,16.0282433239217
08-012,,46.175585,6.143499,Existante,En surface,Villiger,Carouge,"Chemin vert, Geneva",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Carouge/site_08-012.JPG,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,Oui,Carton,58.98829824,35.374931221679006
08-003,,46.198392,6.142296,Existante,En surface,Villiger,Carouge,"Place du rondeau rue jacques-grosselin, Geneva",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Carouge/site_08-003.JPG,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,Oui,Carton,34.46964224,24.1997712155476
08-007,,46.186898,6.131092,Existante,En surface,Multiples,Carouge,"Avenue de la praille 47, Geneva	",,Gauche,Esrec,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Carouge/site_08-007.JPG,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,"Toner, tube néon, pneu, carton",5097.61814528,407.973496861944
08-006,,46.18452,6.14576,Existante,En surface,Villiger,Carouge,"Rue de la fontenette, Geneva",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Carouge/site_08-006.JPG,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,Oui,Carton,47.27832576,30.4943847343933
08-001,,46.18162,6.14521,Existante,En surface,Villiger,Carouge,"Place sigismond, Geneva",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Carouge/site_08-001.JPG,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,Oui,Carton,43.21574912,28.558883481933798
09-003,,46.175641,6.0382,Existante,Enterrée,Villiger cu 150,Cartigny,"Route de vorpillaz, Geneva",Lu-ve 7h-20h sa 9h-18h ferme dimanches et jours fériers,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,,,,,,,,,,Oui,,,Oui,,35.41172224,32.128998670419094
37-005,,46.236282,6.14773,Existante,En surface,Villiger hors-sol,Pregny-chambésy,"Chemin des cornillons 94, Geneva",Lu-ve 8h-20h di fermé,Droite,Communal,,Oui,Oui,Oui,,Oui,Oui,,Oui,Oui,Oui,,,,,,,,,,,,,,,,81.67358464,42.005531581146
34-011,,46.187487,6.103964,Existante,Enterrée,Villiger (vilaro 95),Onex,"Rue des bossons 15, Geneva",8h-19h,Gauche,Communal,,Oui,,,,,,,,,,,,,,,,,,,,Oui,Oui,,,,24.34318336,20.0370602007477
23-032,32.0,46.211307,6.127484,Existante,Enterrée,Non renseigné,Genève,"Avenue soret 10, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_32.pdf,,Oui,, ,Oui, , ,Oui,Oui,, , , , , , , , , , , , , ,, ,6.26376704,10.392369696406101
23-082,82.0,46.207482,6.124998,Existante,Enterrée,Non renseigné,Genève,"Avenue d'aire 7, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_82.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,, , , , , , , , , , , , , ,, ,10.09303552,14.0216472629129
24-098,98.0,46.191504,6.137444,Existante,Enterrée,Non renseigné,Genève,"Rue gustave-revilliod 6, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_98.pdf,,Oui,Oui, ,Oui, , ,,,, , , , , , , , , , , , , ,, ,16.20901888,20.4999022152841
22-038,38.0,46.201606,6.172886,Existante,Enterrée,Non renseigné,Genève,"Chemin des tulipiers 21, Geneva",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_38.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,16.93679616,20.8651503137379
23-058,58.0,46.211591,6.131767,Existante,Enterrée,Non renseigné,Genève,"Rue du colombier 11, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_58.pdf,,Oui,, ,Oui, , ,,Oui,, , , , , , , , , , , , , ,, ,6.7383296,10.7508834110263
24-081,81.0,46.200772,6.140705,Existante,En surface,En surface,Genève,"Boulevard georges-favon, Geneva	",,Gauche,,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_81.pdf,,Oui,,,Oui,,,,Oui,,,,,,,,,,,,,,,,,7.7504512,11.161926128103799
24-083,83.0,46.203508,6.134732,Existante,Enterrée,Non renseigné,Genève,"Rue de la coulouvreniere 2, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_83.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,17.46845696,25.5628680191717
21-091,91.0,46.202262,6.15488,Existante,Enterrée,Non renseigné,Genève,"Boulevard helvetique 35, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_91.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,, , , , , , , , , , , , , ,, ,14.041088,16.4802732740659
23-047,47.0,46.21363,6.135334,Existante,Enterrée,Non renseigné,Genève,"Rue antoine-carteret 38, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_47.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,, , , , , , , , , , , , , ,, ,12.42991104,14.1389139581201
23-012,12.0,46.207835,6.115153,Existante,Enterrée,Non renseigné,Genève,"Chemin des ouches 1, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_12.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,13.83677952,14.976987670641599
23-088,88.0,46.217367,6.127869,Existante,Enterrée,Non renseigné,Genève,"Rue pestalozzi 6, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_88.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,, , , , , , , , , , , , , ,, ,16.0251904,18.868875305365798
21-041,41.0,46.210188,6.140602,Existante,En surface,Non renseigné,Genève,"Rue cite-de-la-corderie 15, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_41.pdf,,Oui,Oui, ,Oui, , ,,Oui,Oui, , , , , , , , , , , , , ,, ,11.75257088,19.2003520901024
21-109,109.0,46.207981,6.138592,Existante,Enterrée,Non renseigné,Genève,"Rue jean-dassier 10, Geneva	",,Droite, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_109.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,, , , , , , , , , , , , , ,, ,9.76109568,13.827923927651801
24-097,97.0,46.203769,6.135283,Existante,En surface,Non renseigné,Genève,"Rue de la coulouvreniere 9, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_97.pdf,,Oui,, ,, , ,,,, , , , , , , , , , , , , ,, ,3.63159552,8.38280115876116
22-079,79.0,46.195338,6.171581,Existante,Enterrée,Non renseigné,Genève,"Chemin de la chevillarde 40, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_79.pdf,,Oui,Oui, ,Oui, , ,Oui,Oui,Oui, , , , , , , , , , , , , ,, ,13.06279936,17.2255434921311
24-111,111.0,46.19643,6.140241,Existante,En surface,Non renseigné,Genève,"Avenue du mail 25, Geneva	",,Gauche, ,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/site_111.pdf,,Oui,, ,, , ,,Oui,, , , , , , , , , , , , , ,, ,5.2855296,10.1058918536609
31-033,,46.202286,6.144962,Existante,En surface,Sulo,Lancy,"Route du grand-lancy 9, Geneva",8h-20h,Gauche,Communal,,Oui,,,,,,,,,,,,,,,,,,,,Oui,,,,,16.72183808,20.3174229253539
08-009,,46.184526,6.149541,Existante,En surface,Villiger,Carouge,"Route de veyrier 58, Geneva	",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Carouge/site_08-009.JPG,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,Oui,Carton,48.14733312,30.033215328004797
33-004,,46.225851,6.071099,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Chemin salomon-penay, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,Oui,,27.53445888,30.941793883515796
09-001,,46.17367,6.021482,Existante,Enterrée,Villiger cu 150,Cartigny,"Rue du pre-de-la-reine, Geneva",Lu-ve 7h-20h sa 9h-18h fermé dimanches et jours fériers,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,,Oui,,29.86426368,34.9525674069764
47-003,,46.288126,6.162143,Existante,En surface,Non renseigné,Versoix,"Chemin de pont-ceard, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,,Oui,Oui,,,,,,,,,,,,,,,,,35.39296256,26.161951878201897
43-006,,46.19926,6.21485,Existante,En surface,Villiger,Thônex,"Chemin de la pierre-a-bochet, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,,,,,,,,,,,,,,,10.56423936,15.018662315933799
43-012,,46.194271,6.20125,Existante,En surface,Villiger,Thônex,"Ch. des deux-communes, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,,,,,,,,,,,Oui,,,,32.4386816,29.431128571956396
37-002,,46.246982,6.141692,Existante,Enterrée,Sulo,Pregny-chambésy,"Chemin des chataigners 28, Geneva",Lu-ve 8h-20h di fermé,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,,Oui,,,25.74893056,34.2517092845044
