NUMERO_SITE,NO_VGE,GEO1,GEO2,STATUT,BENNE,MODELE_BENNE,COMMUNE,ADDRESSE,HORAIRES,RIVE,TYPE_CENTRE,PHOTO,PAPIER,VERRE,PET,PET_CONTENEURS,ALU,FER,FER_ALU,CAPSULE_CAFE,PILE,TEXTILE,HUILE_MINERALE,HUILE_VEGETALE,DECHET_ENCOMBRANT,FERRAILLE,GRAVAT,MATIERE_INERTE,MAT_INCINERABLE,BRANCHE,FRIGO,SPECIAUX_MENAGER,ORDURE_MENAGERE,DECHETS_CUISINE,DECHETS_JARDINS,DECHETS_ORGANIQUES,AUTRE_DECHET,SHAPE.AREA,SHAPE.LEN
33-009,,46.223395,6.107931,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Chemin de l'avanchet 32, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,,,Oui,,,,,,,,,,,,Oui,,,Oui,,23.28756224,31.4619515153011
43-005,,46.215397,6.210378,Existante,En surface,Villiger,Thônex,"Route de mon-idee, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,25.5352832,24.331226784436698
48-015,,46.172531,6.158024,Existante,En surface,Non renseigné,Veyrier,"Chemin de la tour-de-pinchat 18, Geneva	",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-015.JPG,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,32.68001792,26.332102014090598
08-011,,46.181475,6.133554,Existante,En surface,Villiger,Carouge,"Rue blavignac, Geneva",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Carouge/site_08-011.JPG,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,Oui,Carton,77.1981312,40.653687021968295
09-013,,46.17367,6.021482,Existante,Enterrée,Villiger cu 150,Cartigny,"Rue du pre-de-la-reine, Geneva	",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,8.95188992,nov..24
43-001,,46.1941,6.211745,Existante,En surface,Villiger,Thônex,"Chemin du foron 16, Geneva	",,Gauche,Communal,,Oui,,,,,,,Oui,,,,,,,,,,,,,,,,,,2.77532672,6.67182538456198
43-009,,46.18873,6.19235,Existante,En surface,Villiger,Thônex,"Route de sous-moulin, Geneva",,Gauche,Communal,,Oui,Oui,Oui,,,,,Oui,Oui,,,,,,,,,,,,,,,,,7.85803264,11.9333998728601
47-007,,46.210376,6.138343,Existante,En surface,Non renseigné,Versoix,"Rue de l'industrie, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,Oui,,,,,,,,,,,,,,,,13.28185344,20.574036322566098
15-002,,46.267772,6.126015,Existante,En surface,Non renseigné,Collex-bossy,"Chemin du crest-d'el, Geneva	",,Droite,Communal,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,,105.0574848,41.45173118505439
26-003,,46.227732,6.121008,Existante,Enterrée,Non renseigné,Grand-saconnex,"Rue gardiol 6bis, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,16.809984,20.831119548393797
46-017,,46.205227,6.103594,Existante,,Non renseigné,Vernier,"Rue de la coupe gordon-bennett, Geneva	",,Droite,Communal,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0087296,28.834456991748098
11-001,,46.14887,5.97031,Existante,Enterrée,Villiger,Chancy,"Chemin de la ruette, Geneva	",,Gauche,Communal,,Oui,Oui,,,,,,Oui,Oui,,,,,,,,,,,,Oui,,,Oui,,41.36501248,28.5248565562145
03-003,,46.167356,5.989845,Existante,En surface,Non renseigné,Avully,"Route d'epeisses, Geneva",,Gauche,Communal,,,Oui,,,,,,,,,,,,,,,,,,,,,,Oui,,20.85978112,20.8759534410741
07-003,,46.170736,6.070557,Existante,Enterrée,Villiger,Bernex,"Chemin du signal bernex, Geneva",8h-20h,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,,,Oui,,25.71231232,31.518315851648296
05-001,,46.176716,6.126077,Existante,En surface,Non renseigné,Bardonnex,"Stade de compesieres, Geneva		",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Bardonnex/site_05-001.JPG,Oui,Oui,Oui,,,,Oui,,,,,,,,,,,,,,Oui,,,,,9.486336,22.255389301173498
41-020,,46.201383,6.027847,Existante,En surface,Non renseigné,Satigny,"Route de charny, Geneva	",,Droite,Communal,,,Oui,Oui,,,,,,Oui,,,,,,,,,,,,Oui,,,Oui,,27.33375488,22.3556245227843
41-017,,46.212312,6.034525,Existante,Enterrée,Non renseigné,Satigny,"Route d'aire-la-ville 201, Geneva		",,Droite,Communal,,,Oui,,,,,,,,,,,,,,,,,,,Oui,,,Oui,,10.0524032,13.9827756654672
33-028,,46.23113,6.083676,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Avenue de feuillasse, Geneva		",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,Oui,,10.84547072,13.8045567644707
37-007,,46.236854,6.140339,Existante,En surface,Villiger hors-sol,Pregny-chambésy,"Route de pregny 39, Geneva	",Lu-ve 8h-20h di fermé,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,,,,,,,,,,,,,,,24.35719168,20.326817868244397
41-006,,46.212793,6.033411,Existante,Enterrée,Non renseigné,Satigny,"Route d'aire-la-ville 213, Geneva		",,Droite,Communal,,Oui,Oui,Oui,,,,,,Oui,,,,,,,,,,,,Oui,,,Oui,,13.58823424,19.2303315515316
46-007,,46.221776,6.094437,Existante,En surface,Non renseigné,Vernier,"Chemin des coquelicots, Geneva	",8h-20h,Droite,Communal,,Oui,Oui,Oui,,Oui,Oui,,Oui,,Oui,,,,,,,,,,,,,,,,46.85070336,27.4507827269101
48-027,,46.165488,6.182506,Existante,En surface,Non renseigné,Veyrier,"Chemin des rasses 103, Geneva		",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-027.JPG,Oui,Oui,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,22.61516288,19.1420905858098
48-007,,46.171791,6.172116,Existante,Enterrée,Non renseigné,Veyrier,"Route de veyrier 208, Geneva		",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-007.JPG,Oui,Oui,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,40.52811776,27.1685565903062
09-002,,46.173357,6.022644,Existante,Enterrée,Villiger cu 150,Cartigny,"Chemin de la bergerie 12, Geneva		",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,3.6720639999999998,7.66713593865587
48-026,,46.198392,6.142296,Existante,En surface,Non renseigné,Veyrier,"Chemin de l'argiliere 24, Geneva	",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-026.JPG,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,36.28187648,24.9745033539493
07-006,,46.162672,6.055357,Existante,Enterrée,Villiger,Bernex,"Chemin des grands-buissons  21, Geneva	",8h-20h,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,,,Oui,,25.63391488,34.2153440990496
16-002,,46.237826,6.198804,Existante,Enterrée,Terrier,Collonge-bellerive,"Chemin des rayes 8, Geneva		",,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,49.27193088,51.805699525340195
32-004,,46.247626,6.234799,Existante,Enterrée,Non renseigné,Meinier,"Route de covery 3, Geneva		",,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,,,,,,,,,,,,Oui,,,,,27.94389504,23.335300661162
29-001,,46.232411,6.262907,Existante,Enterrée,Non renseigné,Jussy,"Route de lullier 92, Geneva		",,Gauche,Communal,,Oui,Oui,Oui,,,,,Oui,Oui,Oui,Oui,Oui,Oui,,,,,,,,Oui,,,,,38.59644416,36.702010026812104
33-020,,46.240711,6.084206,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Avenue de mategnin 101, Geneva		",,Droite,Communal,,Oui,Oui,Oui,,,,,,Oui,,,,,,,,,,,,Oui,Oui,Oui,Oui,,16.21458944,21.0518592464813
33-021,,46.228661,6.082471,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Rue de-livron 1, Geneva		",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,,Oui,,33.53919488,31.7035116818168
03-012,,46.170325,6.00201,Existante,En surface,Non renseigné,Avully,"Chemin des faisans 1, Geneva	",,Gauche,Communal,,,Oui,,,,,,,,,,,,,,,,,,,,,,Oui,,5.39213824,9.719447621966879
04-004,,46.144902,6.007722,Existante,Enterrée,Non renseigné,Avusy,"Route du creux-du-loup 44, Geneva		",,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,Oui,,,,,,,,,,,Oui,,,Oui,,34.36429312,24.5541538284061
42-001,,46.146404,6.040197,Existante,Enterrée,Non renseigné,Soral,"Route des lolliets, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,,,,,,,,,,Oui,Oui,Oui,Oui,Carton,32.34889728,23.2675592834574
07-002,,46.178368,6.080927,Existante,Enterrée,Villiger,Bernex,"Rue de bernex 190, Geneva	",8h-20h,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,,,Oui,,29.42025728,22.199937924506298
05-005,,46.1462399,6.1242862,Existante,En surface,Non renseigné,Bardonnex,"Route de feme, Geneva	",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Bardonnex/site_05-005.JPG,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,Oui,Oui,,,,,,,,,Oui,Oui,Oui,,Carton,84.65973248,36.983705594128
41-019,,46.216279,6.035229,Existante,Enterrée,Non renseigné,Satigny,"Chemin du jarlot, Geneva		",,Droite,Communal,,Oui,,,,,,,,,,,,,,,,,,,,Oui,,,Oui,,9.77666048,14.3149594889109
38-004,,46.222674,6.258065,Existante,En surface,Non renseigné,Presinge,"Chemin des cordonnieres, Geneva	",Lu-di,Gauche,Communal,,,,,,,,,,,,,,,,,,,Oui,,,,Oui,Oui,Oui,,11.99570944,13.9824274130374
15-001,,46.282864,6.108665,Existante,En surface,Non renseigné,Collex-bossy,"Route de bois-chatton, Geneva	",,Droite,Communal,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,,34.86598656,28.25417290113
48-028,,46.163226,6.183565,Existante,En surface,Non renseigné,Veyrier,"Chemin de sous-balme 51, Geneva	",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-028.JPG,Oui,Oui,Oui,,Oui,,,,Oui,,,,,,,,,,,,,,,,,27.56608,23.039263025288
09-018,,46.172813,6.023038,Existante,Enterrée,Villiger cu 150,Cartigny,"Chemin de la bergerie, Geneva		",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,3.1624512,7.1390397001201595
09-006,,46.164468,6.020443,Existante,Enterrée,Villiger cu 150,Cartigny,"Chemin de tre-la-villa 40, Geneva		",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,3.9163494400000003,7.922642284748879
01-008,,46.191369,6.044069,Existante,Enterrée,Villiger,Aire-la-ville,"Rue du vieux-four 52a, Geneva		",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,5.87685888,9.7082112445144
48-029,,46.170336,6.156416,Existante,En surface,Non renseigné,Veyrier,"Chemin de place-verte 46, Geneva		",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-029.JPG,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,19.93424896,19.969964723210296
10-002,,46.348802,6.200554,Existante,En surface,Non renseigné,Céligny,"Route de celigny 39, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,"Pneu,carton,natel,cartouche e.",299.27866368,71.4056820971414
06-011,,46.255932,6.146186,Existante,En surface,800lt,Bellevue,"Chemin de la roseliere 50, Geneva		",,Droite,Communal,,Oui,Oui,,,,,,,,,,,,,,,,,,,Oui,,,,,30.72393216,22.1852903939408
06-006,,46.253948,6.14661,Existante,En surface,800lt,Bellevue,"Avenue de-senarclens 29, Geneva		",,Droite,Communal,,,Oui,,,,,,,,,,,,,,,,,,,Oui,,,,,5.77724416,10.2529812854464
44-005,,46.165887,6.143295,Existante,Enterrée,Non renseigné,Troinex,"Chemin de drize, Geneva		",,Gauche,Communal,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,10.59110912,13.2036063047928
44-006,,46.168604,6.144503,Existante,Enterrée,Non renseigné,Troinex,"Route de troinex, Geneva	",,Gauche,Communal,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,18.82570752,17.6066516745592
36-019,,46.166869,6.123349,Existante,Enterrée,Sulo,Plan-les-ouates,"Chemin de vers 40, Geneva	",Lu-ve 8h-20h di fermé,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/PLO/site_36-019.JPG,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,,,,,,,,,,Oui,,,,,44.21517312,29.053286799681
36-012,,46.199956,6.131767,Existante,Enterrée,Sulo,Plan-les-ouates,"Route du velodrome 30, Geneva	",Lu-ve 8h-20h di fermé,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/PLO/site_36-012.JPG,Oui,Oui,,,,,,,,,,,,,,,,,,,Oui,,,,,27.04572416,21.2998505173665
31-035,,46.182337,6.119166,Existante,Enterrée,Viliger,Lancy,"Chemin des courtillets, Geneva	",8h-20h,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,Oui,,,,,,,,,,,,,,,,27.52692224,23.112308327098898
31-012,,46.19409,6.11922,Existante,Enterrée,Viliger,Lancy,"Avenue du plateau, Geneva	",8h-20h,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,Oui,,,,,,,,,,,Oui,,,,,27.43107584,30.7759528769043
33-038,,46.238023,6.088124,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Chemin vert 27, Geneva		",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,,Oui,,,,,,,,,,,,Oui,Oui,Oui,,,38.8579328,28.687345355675397
46-015,,46.222055,6.117488,Existante,,Non renseigné,Vernier,"Ch. des corbillettes, Geneva		",,Droite,Communal,,Oui,Oui,Oui,,Oui,Oui,,,Oui,Oui,,,,,,,,,,,,,,,,36.93882368,21.5724068335953
04-001,,46.148342,6.019319,Existante,Enterrée,Non renseigné,Avusy,"Route de sezegnin, Geneva		",,Gauche,Communal,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,53.71953152,29.6462848082241
35-001,,46.156231,6.087455,Existante,Enterrée,Villiger,Perly-certoux,"Route de certoux, Geneva	",Lu-ven 7h-20h / sa-di 9h-18h ,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Perly/site_35-001.JPG,Oui,Oui,Oui,,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,,,,,,Oui,,,,,Oui,,Médicaments,41.14915328,27.994519814100002
38-003,,46.209401,6.253574,Existante,En surface,Non renseigné,Presinge,"Route des eaux-belles, Geneva	",Lu-di,Gauche,Communal,,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,23.27937024,24.5499202805883
14-005,,46.223789,6.224851,Existante,Enterrée,Vilaro-terriers,Choulex,"Route de choulex 129, Geneva	",24h/24h,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,8.17266688,12.1841723564533
14-006,,46.232751,6.211871,Existante,Enterrée,Vilaro-terriers,Choulex,"Chemin de bonvard 53, Geneva	",24h/24h,Gauche,Communal,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,6.33995264,10.457860104381501
06-009,,46.252849,6.151433,Existante,En surface,Non renseigné,Bellevue,"Chemin des mollies 10, Geneva		",,Droite,Privé,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,12.08393728,16.2594303086366
06-015,,46.257534,6.148665,Existante,Enterrée,800lt,Bellevue,"Chemin de la chenaie 113, Geneva		",,Droite,Communal,,,Oui,,,,,,,,,,,,,,,,,,,Oui,,,,,2.38292992,6.21200148233101
34-009,,46.185365,6.103879,Existante,Enterrée,Villiger (vilaro 95),Onex,"Chemin victor-duret 4, Geneva	",8h-19h,Gauche,Communal,,Oui,Oui,,,,,,,,,,,,,,,,,,,Oui,Oui,,,,23.48471296,17.200396001210002
36-013,,46.171359,6.126504,Existante,En surface,Sulo ext.,Plan-les-ouates,"Chemin de trefle-blanc 14, Geneva	",Lu-ve 8h-20h di fermé,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/PLO/site_36-013.JPG,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,,,,,34.18914816,33.250040211334095
36-002,,46.169575,6.113138,Existante,Enterrée,Sulo,Plan-les-ouates,"Chemin de champ-joly 2, Geneva	",Lu-ve 8h-20h di fermé,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/PLO/site_36-002.JPG,Oui,Oui,,,,,,,,,,,,,,,,,,,Oui,,,,,23.85117184,25.033124221449796
36-023,,46.171798,6.11241,Existante,Enterrée,Sulo,Plan-les-ouates,"Ch. de la mere-voie 52, Geneva	",Lu-ve 8h-20h di fermé,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/PLO/site_36-023.JPG,Oui,,,,,,,,,,,,,,,,,,,,Oui,,,,,10.88966656,13.6343010107631
36-016,,46.156968,6.125208,Existante,Enterrée,Sulo,Plan-les-ouates,"Rte de saconnex-d'arve 254, Geneva	",Lu-ve 8h-20h di fermé,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/PLO/site_36-016.JPG,Oui,,,,,,,,,,,,,,,,,,,,Oui,,,,,8.23803904,12.1449104352106
31-022,,46.17513,6.11417,Existante,Enterrée,Viliger,Lancy,"Chemin des fraisiers, Geneva	",8h-20h,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,Oui,,,,,,,,,,,Oui,,,,,28.07652352,21.9373386714535
37-001,,46.245434,6.135349,Existante,En surface,Non renseigné,Pregny-chambésy,"Avenue de la foretaille 8c, Geneva	",Lu-ve 8h-20h di fermé,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,24.28813312,19.714643726967697
48-019,,46.16736,6.17793,Existante,Enterrée,Non renseigné,Veyrier,"Chemin de la vieille-ferme, Geneva		",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-019.JPG,Oui,Oui,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,51.9213568,25.576143297973
31-041,,46.179541,6.115873,Constructi,Enterrée,Semio semi-enterrée,Lancy,"Ch. des verjus 30, Geneva	",8h-20h,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,,,,,,23.32808192,17.1434304072692
37-004,,46.242992,6.139764,Existante,Enterrée,Sulo,Pregny-chambésy,"Chemin de valerie 25, Geneva	",Lu-ve 8h-20h di fermé,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,22.8072448,19.4959034652534
33-047,,46.233931,6.076998,Existante,En surface,,Meyrin,"Avenue de vaudagne 35, Geneva		",,,,,Oui,Oui,Oui,,,,Oui,,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,,,29.72155904,39.542582021536894
34-012,,46.192922,6.105947,Existante,Enterrée,Villiger (vilaro 95),Onex,"Avenue des grandes-communes, Geneva	",8h-19h,Gauche,Communal,,Oui,,,,,,,,,,,,,,,,,,,,Oui,Oui,,,,43.68341144,23.4595122407668
48-006,,46.164658,6.161147,Existante,En surface,Non renseigné,Veyrier,"Chemin de la remettaz 2, Geneva		",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-006.JPG,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,1.0971136,4.308546950719
09-011,,46.168673,6.020868,Existante,Enterrée,Villiger cu 150,Cartigny,"Chemin de tre-la-villa, Geneva		",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,5.33635072,9.30335423372333
26-006,,46.235833,6.126698,Existante,Enterrée,Non renseigné,Grand-saconnex,"L'ancienne route 63, Geneva		",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,24.66250752,25.1587655556588
26-011,,46.233892,6.123946,Existante,Enterrée,Non renseigné,Grand-saconnex,"Place de carantec, Geneva		",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,24.84273152,20.2904622542376
28-001,,46.198392,6.142296,Existante,En surface,Non renseigné,Hermance,"Dechetterie, Geneva		",,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,Oui,,,,,,,,,,,Oui,,,,,21.64031488,26.4999622552862
16-001,,46.254185,6.206865,Existante,Enterrée,Terrier,Collonge-bellerive,"Chemin du pre-d'orsat 14, Geneva		",,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,31.4114048,34.426673231536704
14-002,,46.22905,6.23608,Existante,Enterrée,Vilaro-terriers,Choulex,"Chemin de chambet, Geneva	",24h/24h,Gauche,Communal,,,Oui,Oui,,Oui,,,,,,,,,,,,,,,,Oui,,,,,18.29060608,19.325926781478
26-004,,46.198392,6.142296,Existante,Enterrée,Non renseigné,Grand-saconnex,"Chemin francois-lehmann 20, Geneva		",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,20.41069568,24.306488935539598
06-007,,46.255422,6.141261,Existante,En surface,800lt,Bellevue,"Chemin des tuileries 126, Geneva		",,Droite,Communal,,,Oui,,,,,,,,,,,Oui,,,,,,,,Oui,,,,,8.49281024,15.6375951261959
06-005,,46.252461,6.147177,Existante,En surface,800lt,Bellevue,"Avenue de-senarclens 20, Geneva		",,Droite,Communal,,Oui,Oui,,,,,,,,,,,,,,,,,,,Oui,,,,,5.40041216,10.5250352375846
33-005,,46.238027,6.081996,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Rue des lattes, Geneva		",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,Oui,,68.26852352,60.3478069584782
17-009,,46.216155,6.181991,Existante,En surface,Non renseigné,Cologny,"Place du manoir, Geneva		",,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,8.83884032,13.242987648091699
44-011,,46.216961,6.130134,Existante,En surface,Non renseigné,Troinex,"Chemin vidollet l'ecole, Geneva	",,Gauche,Communal,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,20.7939584,19.303062369998802
31-037,,46.201373,6.146809,Existante,En surface,Sulo,Lancy,"Route du grand-lancy 37, Geneva",Libre,Gauche,Communal,,Oui,,,,,,,,,,,,,,,,,,,,Oui,,,,,7.0569984,11.1462759142502
31-011,,46.201977,6.14537,Existante,En surface,Sulo,Lancy,"Route du grand-lancy 12, Geneva",8h-20h,Gauche,Communal,,Oui,,,,,,,,,,,,,,,,,,,,Oui,,,,,9.91985664,13.9456808108182
31-001,,46.192507,6.109256,Existante,Enterrée,Emaus,Lancy,"Avenue des morgines 39, Geneva",Libre,Gauche,Communal,,,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,,15.38932736,15.692384778373098
31-010,,46.191041,6.108539,Existante,Enterrée,Viliger,Lancy,"Chemin de la caroline, Geneva",8h-20h,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,Oui,,,,,,,,,,,Oui,,,,,26.90514944,34.664081654666795
31-026,,46.194108,6.113978,Constructi,,Non renseigné,Lancy,"Chemin du bac 13, Geneva ",,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,Oui,,,,,,,,,,,,,,,,15.85299456,23.1085502469223
31-005,,46.180444,6.119446,Existante,Enterrée,Sulo,Lancy,"Chemin emile-paquin 3, Geneva",8h-20h,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00070656,10.0397397650402
37-006,,46.209385,6.1423,Existante,En surface,Villiger hors-sol,Pregny-chambésy,"Gare cornavin, Geneva",Lu-ve 8h-20h di fermé,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,23.87836928,27.8304878090662
